"  SAMPLE"	"  NUMBER"	" TAKEOFF"	"KILOVOLT"	" CURRENT"	"BEAMSIZE"	"    LINE"	"  Si WT%"	"  Na WT%"	"  Al WT%"	"  Nb WT%"	"  Sn WT%"	"   W WT%"	"  Ta WT%"	"  Ti WT%"	"  Mn WT%"	"  Fe WT%"	"  Zr WT%"	"   O WT%"	"   TOTAL"	"    SiO2"	"    Na2O"	"   Al2O3"	"   Nb2O5"	"    SnO2"	"     WO3"	"   Ta2O5"	"    TiO2"	"     MnO"	"     FeO"	"    ZrO2"	"       O"	"   TOTAL"	"  Si AT%"	"  Na AT%"	"  Al AT%"	"  Nb AT%"	"  Sn AT%"	"   W AT%"	"  Ta AT%"	"  Ti AT%"	"  Mn AT%"	"  Fe AT%"	"  Zr AT%"	"   O AT%"	"Si OXMOL%"	"Na OXMOL%"	"Al OXMOL%"	"Nb OXMOL%"	"Sn OXMOL%"	"W OXMOL%"	"Ta OXMOL%"	"Ti OXMOL%"	"Mn OXMOL%"	"Fe OXMOL%"	"Zr OXMOL%"	"O OXMOL%"	"   TOTAL"	" FORMULA"	"   BASIS"	"Si FORMULA"	"Na FORMULA"	"Al FORMULA"	"Nb FORMULA"	"Sn FORMULA"	"W FORMULA"	"Ta FORMULA"	"Ti FORMULA"	"Mn FORMULA"	"Fe FORMULA"	"Zr FORMULA"	"O FORMULA"	"Si CDL99"	"Na CDL99"	"Al CDL99"	"Nb CDL99"	"Sn CDL99"	" W CDL99"	"Ta CDL99"	"Ti CDL99"	"Mn CDL99"	"Fe CDL99"	"Zr CDL99"	"SiO2 CDL99"	"Na2O CDL99"	"Al2O3 CDL99"	"Nb2O5 CDL99"	"SnO2 CDL99"	"WO3 CDL99"	"Ta2O5 CDL99"	"TiO2 CDL99"	"MnO CDL99"	"FeO CDL99"	"ZrO2 CDL99"	"Si %ERR "	"Na %ERR "	"Al %ERR "	"Nb %ERR "	"Sn %ERR "	" W %ERR "	"Ta %ERR "	"Ti %ERR "	"Mn %ERR "	"Fe %ERR "	"Zr %ERR "	"   X-POS"	"   Y-POS"	"   Z-POS"	" RELDIST"	"BEAMCURR"	"Si STD_NUM"	"Na STD_NUM"	"Al STD_NUM"	"Nb STD_NUM"	"Sn STD_NUM"	"W STD_NUM"	"Ta STD_NUM"	"Ti STD_NUM"	"Mn STD_NUM"	"Fe STD_NUM"	"Zr STD_NUM"	"Si STD_NAM"	"Na STD_NAM"	"Al STD_NAM"	"Nb STD_NAM"	"Sn STD_NAM"	"W STD_NAM"	"Ta STD_NAM"	"Ti STD_NAM"	"Mn STD_NAM"	"Fe STD_NAM"	"Zr STD_NAM"
"BT-twinsector"	2	 40.0000	 20.0000	 80.0000	 .000000	267	 .000319	 .000000	 .000000	 .000000	 77.8445	 .000000	 .000000	 .026579	 .000987	 .063458	 .009206	 21.0275	 98.9726	 .000682	 .000000	 .000000	 .000000	 98.8322	 .000000	 .000000	 .044335	 .001275	 .081639	 .012435	 .000000	 98.9726	 .000575	 .000000	 .000000	 .000000	 33.2605	 .000000	 .000000	 .028139	 .000911	 .057624	 .005118	 66.6472	 .001725	 .000000	 .000000	 .000000	 99.7231	 .000000	 .000000	 .084368	 .002733	 .172771	 .015344	 .000000	 100.000	 2.00000	O	 .000017	 .000000	 .000000	 .000000	 .998107	 .000000	 .000000	 .000844	 .000027	 .001729	 .000154	 2.00000	 .008619	 .014542	 .004159	 .009498	 .011610	 .027146	 .022808	 .005863	 .009620	 .008979	 .008559	 .018439	 .019603	 .007858	 .013587	 .014740	 .034233	 .027850	 .009780	 .012421	 .011552	 .011561	 1884.82	 -14.743	 -13.462	 -342.75	 .083729	 -38.431	 -30.244	 15.7365	 689.061	 10.5687	 66.1238	 28.3744	 13.6563	 13.0690	 2090.01	 79.9600	214	334	319	303	301	332	333	140	335	126	503	"Wollastonite"	"Jadeite"	"Corundum"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Mn"	"Magnetite"	"Zr"
"BT-twinsector"	2	 40.0000	 20.0000	 80.0000	 .000000	268	 .000000	 .000000	 .000000	 .042809	 77.9687	 .000000	 .000000	 .000000	 .000000	 .108022	 .008940	 21.0736	 99.2021	 .000000	 .000000	 .000000	 .061241	 98.9898	 .000000	 .000000	 .000000	 .000000	 .138970	 .012077	 .000000	 99.2021	 .000000	 .000000	 .000000	 .023313	 33.2359	 .000000	 .000000	 .000000	 .000000	 .097862	 .004959	 66.6379	 .000000	 .000000	 .000000	 .034951	 99.6568	 .000000	 .000000	 .000000	 .000000	 .293436	 .014868	 .000000	 100.000	 2.00000	O	 .000000	 .000000	 .000000	 .000700	 .997508	 .000000	 .000000	 .000000	 .000000	 .002937	 .000149	 2.00000	 .008615	 .014535	 .004158	 .009495	 .011608	 .027139	 .022802	 .005861	 .009616	 .008976	 .008556	 .018431	 .019593	 .007856	 .013583	 .014737	 .034224	 .027843	 .009777	 .012417	 .011548	 .011558	 -179.50	 -22.752	 -18.137	 16.1752	 .083650	 -43.613	 -40.180	 -46.577	 -37.219	 6.43321	 68.0531	 28.3646	 13.6546	 13.0690	 2099.95	 80.0000	214	334	319	303	301	332	333	140	335	126	503	"Wollastonite"	"Jadeite"	"Corundum"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Mn"	"Magnetite"	"Zr"
"BT-twinsector"	2	 40.0000	 20.0000	 80.0000	 .000000	269	 .000000	 .000000	 .000000	 .033458	 78.1083	 .000000	 .000000	 .044843	 .012366	 .087395	 .000000	 21.1318	 99.4181	 .000000	 .000000	 .000000	 .047863	 99.1670	 .000000	 .000000	 .074801	 .015967	 .112434	 .000000	  .00000	 99.4181	 .000000	 .000000	 .000000	 .018171	 33.2047	 .000000	 .000000	 .047236	 .011357	 .078959	 .000000	 66.6396	 .000000	 .000000	 .000000	 .027241	 99.5603	 .000000	 .000000	 .141632	 .034053	 .236751	 .000000	 .000000	 100.000	 2.00000	O	 .000000	 .000000	 .000000	 .000545	 .996545	 .000000	 .000000	 .001418	 .000341	 .002370	 .000000	 2.00000	 .008604	 .014518	 .004153	 .009486	 .011595	 .027114	 .022781	 .005855	 .009607	 .008968	 .008548	 .018407	 .019570	 .007848	 .013570	 .014722	 .034193	 .027817	 .009767	 .012405	 .011537	 .011547	 -260.45	 -26.859	 -15.026	 20.5368	 .083502	 -38.637	 -32.952	 9.40970	 55.6237	 7.81601	 -944.04	 28.3547	 13.6529	 13.0690	 2109.99	 80.1300	214	334	319	303	301	332	333	140	335	126	503	"Wollastonite"	"Jadeite"	"Corundum"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Mn"	"Magnetite"	"Zr"
"BT-twinsector"	2	 40.0000	 20.0000	 80.0000	 .000000	270	 .000000	 .000000	 .000000	 .028909	 78.1397	 .000000	 .000000	 .069146	 .000000	 .067047	 .002970	 21.1461	 99.4539	 .000000	 .000000	 .000000	 .041356	 99.2070	 .000000	 .000000	 .115340	 .000000	 .086256	 .004012	 .000002	 99.4539	 .000000	 .000000	 .000000	 .015692	 33.2002	 .000000	 .000000	 .072797	 .000000	 .060543	 .001642	 66.6491	 .000000	 .000000	 .000000	 .023531	 99.5716	 .000000	 .000000	 .218328	 .000000	 .181575	 .004924	 .000000	 100.000	 2.00000	O	 .000000	 .000000	 .000000	 .000471	 .996269	 .000000	 .000000	 .002184	 .000000	 .001817	 .000049	 2.00000	 .008603	 .014514	 .004153	 .009485	 .011594	 .027112	 .022779	 .005855	 .009606	 .008967	 .008548	 .018404	 .019565	 .007847	 .013569	 .014720	 .034191	 .027815	 .009766	 .012404	 .011537	 .011546	 -144.35	 -17.292	 -14.964	 23.6866	 .083479	 -49.533	 -21.253	 6.18364	 -31.050	 10.0198	 203.675	 28.3449	 13.6512	 13.0690	 2119.94	 80.1400	214	334	319	303	301	332	333	140	335	126	503	"Wollastonite"	"Jadeite"	"Corundum"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Mn"	"Magnetite"	"Zr"
"BT-twinsector"	2	 40.0000	 20.0000	 80.0000	 .000000	271	 .000886	 .000000	 .000000	 .042343	 77.8733	 .000000	 .000000	 .069904	 .010164	 .062421	 .009273	 21.0855	 99.1538	 .001894	 .000000	 .000000	 .060573	 98.8688	 .000000	 .000000	 .116605	 .013124	 .080305	 .012526	  .00000	 99.1538	 .001595	 .000000	 .000000	 .023050	 33.1820	 .000000	 .000000	 .073807	 .009356	 .056527	 .005141	 66.6485	 .004783	 .000000	 .000000	 .034568	 99.5263	 .000000	 .000000	 .221377	 .028063	 .169549	 .015420	 .000000	 100.000	 2.00000	O	 .000048	 .000000	 .000000	 .000692	 .995730	 .000000	 .000000	 .002215	 .000281	 .001696	 .000154	 2.00000	 .008600	 .014510	 .004152	 .009484	 .011594	 .027110	 .022778	 .005854	 .009605	 .008967	 .008547	 .018399	 .019559	 .007846	 .013568	 .014720	 .034189	 .027813	 .009765	 .012403	 .011536	 .011545	 676.968	 -66.382	 -13.615	 16.3300	 .083628	 -49.551	 -12.249	 6.11855	 67.5068	 10.7203	 65.5583	 28.3350	 13.6495	 13.0690	 2129.99	 80.1400	214	334	319	303	301	332	333	140	335	126	503	"Wollastonite"	"Jadeite"	"Corundum"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Mn"	"Magnetite"	"Zr"
"BT-twinsector"	2	 40.0000	 20.0000	 80.0000	 .000000	272	 .000000	 .000000	 .000000	 .071174	 77.8914	 .000000	 .000000	 .098109	 .000000	 .106128	 .021418	 21.1344	 99.3227	 .000000	 .000000	 .000000	 .101817	 98.8917	 .000000	 .000000	 .163651	 .000000	 .136534	 .028932	 .000002	 99.3227	 .000000	 .000000	 .000000	 .038650	 33.1092	 .000000	 .000000	 .103334	 .000000	 .095875	 .011846	 66.6412	 .000000	 .000000	 .000000	 .057964	 99.3090	 .000000	 .000000	 .309945	 .000000	 .287570	 .035531	 .000000	 100.000	 2.00000	O	 .000000	 .000000	 .000000	 .001160	 .993655	 .000000	 .000000	 .003101	 .000000	 .002877	 .000356	 2.00000	 .008593	 .014503	 .004151	 .009483	 .011592	 .027108	 .022776	 .005852	 .009603	 .008965	 .008545	 .018383	 .019549	 .007843	 .013565	 .014717	 .034186	 .027811	 .009761	 .012400	 .011534	 .011543	 -282.72	 -65.470	 -16.740	 9.91333	 .083632	 -45.455	 -25.138	 4.42383	 -26.122	 6.53070	 28.6522	 28.3252	 13.6477	 13.0690	 2139.95	 80.1300	214	334	319	303	301	332	333	140	335	126	503	"Wollastonite"	"Jadeite"	"Corundum"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Mn"	"Magnetite"	"Zr"
"BT-twinsector"	2	 40.0000	 20.0000	 80.0000	 .000000	273	 .004473	 .000000	 .000000	 .065935	 77.6855	 .000000	 .000000	 .079675	 .000000	 .136862	 .009609	 21.0741	 99.0561	 .009569	 .000000	 .000000	 .094322	 98.6302	 .000000	 .000000	 .132903	 .000000	 .176073	 .012980	  .00000	 99.0561	 .008057	 .000000	 .000000	 .035902	 33.1113	 .000000	 .000000	 .084147	 .000000	 .123975	 .005329	 66.6313	 .024158	 .000000	 .000000	 .053825	 99.2820	 .000000	 .000000	 .252310	 .000000	 .371731	 .015978	 .000000	 100.000	 2.00000	O	 .000242	 .000000	 .000000	 .001078	 .993865	 .000000	 .000000	 .002526	 .000000	 .003721	 .000160	 2.00000	 .008593	 .014502	 .004151	 .009483	 .011592	 .027108	 .022776	 .005852	 .009602	 .008965	 .008546	 .018384	 .019548	 .007844	 .013566	 .014717	 .034186	 .027811	 .009761	 .012399	 .011533	 .011544	 134.060	 -27.484	 -19.108	 10.6627	 .083743	 -55.025	 -30.080	 5.39443	 -50.738	 5.18395	 63.2780	 28.3153	 13.6460	 13.0690	 2150.00	 80.1300	214	334	319	303	301	332	333	140	335	126	503	"Wollastonite"	"Jadeite"	"Corundum"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Mn"	"Magnetite"	"Zr"
"BT-twinsector"	2	 40.0000	 20.0000	 80.0000	 .000000	274	 .004749	 .000000	 .000000	 .103259	 77.5493	 .000000	 .009034	 .184446	 .000000	 .102626	 .008099	 21.1154	 99.0769	 .010161	 .000000	 .000000	 .147716	 98.4574	 .000000	 .011031	 .307666	 .000000	 .132029	 .010940	 .000002	 99.0769	 .008540	 .000000	 .000000	 .056127	 32.9956	 .000000	 .002521	 .194457	 .000000	 .092801	 .004484	 66.6455	 .025626	 .000000	 .000000	 .084212	 99.0109	 .000000	 .003783	 .583515	 .000000	 .278470	 .013454	 .000000	 100.000	 2.00000	O	 .000256	 .000000	 .000000	 .001684	 .990181	 .000000	 .000076	 .005836	 .000000	 .002785	 .000135	 2.00000	 .008580	 .014488	 .004148	 .009479	 .011586	 .027102	 .022770	 .005848	 .009599	 .008962	 .008542	 .018356	 .019529	 .007838	 .013560	 .014710	 .034178	 .027803	 .009755	 .012394	 .011529	 .011539	 126.077	 -25.209	 -15.908	 6.98097	 .083825	 -38.570	 177.707	 2.45570	 -38.569	 6.73311	 74.9502	 28.3055	 13.6443	 13.0690	 2159.94	 80.1300	214	334	319	303	301	332	333	140	335	126	503	"Wollastonite"	"Jadeite"	"Corundum"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Mn"	"Magnetite"	"Zr"
"BT-twinsector"	2	 40.0000	 20.0000	 80.0000	 .000000	275	 .002195	 .000000	 .000000	 .101189	 77.7491	 .000000	 .000000	 .184819	 .000000	 .085877	 .012393	 21.1604	 99.2960	 .004696	 .000000	 .000000	 .144755	 98.7110	 .000000	 .000000	 .308290	 .000000	 .110481	 .016740	 .000002	 99.2960	 .003939	 .000000	 .000000	 .054889	 33.0124	 .000000	 .000000	 .194450	 .000000	 .077495	 .006847	 66.6500	 .011821	 .000000	 .000000	 .082360	 99.0692	 .000000	 .000000	 .583538	 .000000	 .232561	 .020546	 .000000	 100.000	 2.00000	O	 .000118	 .000000	 .000000	 .001647	 .990620	 .000000	 .000000	 .005835	 .000000	 .002325	 .000205	 2.00000	 .008581	 .014487	 .004149	 .009480	 .011587	 .027104	 .022771	 .005849	 .009599	 .008963	 .008543	 .018359	 .019529	 .007839	 .013561	 .014711	 .034180	 .027805	 .009757	 .012395	 .011530	 .011540	 272.572	 -17.315	 -15.000	 7.11428	 .083719	 -34.735	 -42.605	 2.45151	 -47.070	 7.94058	 49.1534	 28.2956	 13.6426	 13.0690	 2169.98	 80.1200	214	334	319	303	301	332	333	140	335	126	503	"Wollastonite"	"Jadeite"	"Corundum"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Mn"	"Magnetite"	"Zr"
"BT-twinsector"	2	 40.0000	 20.0000	 80.0000	 .000000	276	 .000000	 .000000	 .000000	 .090119	 77.8435	 .000000	 .000000	 .114209	 .000000	 .111516	 .009947	 21.1379	 99.3072	 .000000	 .000000	 .000000	 .128920	 98.8308	 .000000	 .000000	 .190508	 .000000	 .143465	 .013436	 .000002	 99.3072	 .000000	 .000000	 .000000	 .048930	 33.0833	 .000000	 .000000	 .120273	 .000000	 .100725	 .005500	 66.6413	 .000000	 .000000	 .000000	 .073393	 99.2471	 .000000	 .000000	 .360808	 .000000	 .302167	 .016501	 .000000	 100.000	 2.00000	O	 .000000	 .000000	 .000000	 .001468	 .992878	 .000000	 .000000	 .003610	 .000000	 .003023	 .000165	 2.00000	 .008591	 .014493	 .004151	 .009483	 .011592	 .027108	 .022775	 .005852	 .009602	 .008965	 .008546	 .018378	 .019537	 .007843	 .013565	 .014717	 .034186	 .027810	 .009761	 .012398	 .011533	 .011544	 -431.81	 -24.975	 -16.038	 7.93140	 .083666	 -42.431	 -27.919	 3.83186	 -96.328	 6.24100	 61.1434	 28.2858	 13.6409	 13.0690	 2179.93	 80.1200	214	334	319	303	301	332	333	140	335	126	503	"Wollastonite"	"Jadeite"	"Corundum"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Mn"	"Magnetite"	"Zr"
"BT-twinsector"	2	 40.0000	 20.0000	 80.0000	 .000000	277	 .000000	 .000000	 .000000	 .079263	 77.6953	 .000000	 .000000	 .157285	 .000000	 .101178	 .014689	 21.1208	 99.1685	 .000000	 .000000	 .000000	 .113389	 98.6427	 .000000	 .000000	 .262360	 .000000	 .130165	 .019842	  .00000	 99.1685	 .000000	 .000000	 .000000	 .043072	 33.0482	 .000000	 .000000	 .165775	 .000000	 .091464	 .008130	 66.6434	 .000000	 .000000	 .000000	 .064604	 99.1393	 .000000	 .000000	 .497298	 .000000	 .274379	 .024388	 .000000	 100.000	 2.00000	O	 .000000	 .000000	 .000000	 .001293	 .991793	 .000000	 .000000	 .004975	 .000000	 .002745	 .000244	 2.00000	 .008585	 .014486	 .004149	 .009481	 .011588	 .027104	 .022771	 .005850	 .009599	 .008963	 .008544	 .018367	 .019527	 .007840	 .013562	 .014712	 .034180	 .027805	 .009758	 .012395	 .011531	 .011541	 -215.14	 -55.710	 -14.793	 8.94960	 .083740	 -34.091	 -27.700	 2.84268	 -29.665	 6.82234	 41.5506	 28.2759	 13.6392	 13.0690	 2189.98	 80.1300	214	334	319	303	301	332	333	140	335	126	503	"Wollastonite"	"Jadeite"	"Corundum"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Mn"	"Magnetite"	"Zr"
"BT-twinsector"	2	 40.0000	 20.0000	 80.0000	 .000000	278	 .000000	 .000000	 .000000	 .057254	 77.7753	 .000000	 .000000	 .133992	 .000000	 .057854	 .000000	 21.0997	 99.1242	 .000000	 .000000	 .000000	 .081904	 98.7443	 .000000	 .000000	 .223506	 .000000	 .074429	 .000000	 -.00001	 99.1242	 .000000	 .000000	 .000000	 .031148	 33.1207	 .000000	 .000000	 .141388	 .000000	 .052361	 .000000	 66.6544	 .000000	 .000000	 .000000	 .046727	 99.3720	 .000000	 .000000	 .424207	 .000000	 .157098	 .000000	 .000000	 100.000	 2.00000	O	 .000000	 .000000	 .000000	 .000935	 .993804	 .000000	 .000000	 .004242	 .000000	 .001571	 .000000	 2.00000	 .008598	 .014497	 .004153	 .009487	 .011597	 .027120	 .022786	 .005855	 .009606	 .008969	 .008551	 .018393	 .019542	 .007847	 .013572	 .014723	 .034201	 .027822	 .009767	 .012404	 .011538	 .011550	 -354.93	 -17.846	 -11.861	 12.2101	 .083725	 -68.494	 -88.780	 3.30116	 -200.21	 11.5253	 -2156.9	 28.2661	 13.6375	 13.0690	 2199.93	 80.0600	214	334	319	303	301	332	333	140	335	126	503	"Wollastonite"	"Jadeite"	"Corundum"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Mn"	"Magnetite"	"Zr"
"BT-twinsector"	2	 40.0000	 20.0000	 80.0000	 .000000	279	 .003834	 .000000	 .000000	 .057496	 77.7418	 .000000	 .000000	 .109664	 .007232	 .085915	 .005971	 21.0912	 99.1031	 .008203	 .000000	 .000000	 .082250	 98.7018	 .000000	 .000000	 .182927	 .009338	 .110529	 .008065	  .00000	 99.1031	 .006902	 .000000	 .000000	 .031287	 33.1146	 .000000	 .000000	 .115747	 .006655	 .077776	 .003309	 66.6437	 .020702	 .000000	 .000000	 .046921	 99.3221	 .000000	 .000000	 .347165	 .019962	 .233278	 .009925	 .000000	 100.000	 2.00000	O	 .000207	 .000000	 .000000	 .000939	 .993779	 .000000	 .000000	 .003474	 .000200	 .002334	 .000099	 2.00000	 .008596	 .014494	 .004152	 .009487	 .011596	 .027118	 .022784	 .005855	 .009605	 .008968	 .008550	 .018391	 .019538	 .007846	 .013572	 .014723	 .034198	 .027820	 .009766	 .012402	 .011537	 .011550	 156.419	 -25.510	 -13.552	 12.1604	 .083741	 -60.979	 -28.828	 3.98327	 94.5715	 7.94162	 101.591	 28.2562	 13.6357	 13.0690	 2209.98	 80.0700	214	334	319	303	301	332	333	140	335	126	503	"Wollastonite"	"Jadeite"	"Corundum"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Mn"	"Magnetite"	"Zr"
"BT-twinsector"	2	 40.0000	 20.0000	 80.0000	 .000000	280	 .000000	 .000000	 .000000	 .141511	 77.5082	 .000000	 .115010	 .126731	 .000000	 .121372	 .000649	 21.1030	 99.1165	 .000000	 .000000	 .000000	 .202437	 98.4052	 .000000	 .140433	 .211395	 .000000	 .156145	 .000877	 .000004	 99.1165	 .000000	 .000000	 .000000	 .076968	 32.9988	 .000000	 .032118	 .133694	 .000000	 .109820	 .000360	 66.6482	 .000000	 .000000	 .000000	 .115577	 99.1038	 .000000	 .048229	 .401518	 .000000	 .329818	 .001080	 .000000	 100.000	 2.00000	O	 .000000	 .000000	 .000000	 .002310	 .990238	 .000000	 .000964	 .004012	 .000000	 .003296	 .000011	 2.00000	 .008599	 .014485	 .004151	 .009491	 .011602	 .027120	 .022785	 .005854	 .009604	 .008967	 .008554	 .018397	 .019525	 .007843	 .013577	 .014729	 .034200	 .027822	 .009764	 .012401	 .011536	 .011555	 -58.901	 -23.217	 -14.933	 5.22761	 .083899	 -50.849	 14.2612	 3.47644	 -99.885	 5.77915	 930.477	 28.2464	 13.6340	 13.0690	 2219.93	 80.0800	214	334	319	303	301	332	333	140	335	126	503	"Wollastonite"	"Jadeite"	"Corundum"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Mn"	"Magnetite"	"Zr"
"BT-twinsector"	2	 40.0000	 20.0000	 80.0000	 .000000	281	 .002562	 .000000	 .000000	 .052716	 77.6421	 .000000	 .000000	 .135774	 .001570	 .060909	 .005098	 21.0691	 98.9698	 .005481	 .000000	 .000000	 .075412	 98.5752	 .000000	 .000000	 .226480	 .002027	 .078360	 .006887	 .000004	 98.9698	 .004617	 .000000	 .000000	 .028720	 33.1111	 .000000	 .000000	 .143474	 .001446	 .055205	 .002829	 66.6526	 .013852	 .000000	 .000000	 .043080	 99.3342	 .000000	 .000000	 .430426	 .004339	 .165615	 .008487	 .000000	 100.000	 2.00000	O	 .000139	 .000000	 .000000	 .000862	 .993544	 .000000	 .000000	 .004305	 .000043	 .001656	 .000085	 2.00000	 .008594	 .014488	 .004152	 .009486	 .011594	 .027114	 .022780	 .005854	 .009603	 .008967	 .008549	 .018387	 .019529	 .007844	 .013569	 .014720	 .034193	 .027816	 .009765	 .012400	 .011536	 .011548	 233.943	 -31.921	 -10.928	 13.2163	 .083784	 -61.869	 -20.494	 3.26003	 432.944	 10.9726	 118.871	 28.2365	 13.6323	 13.0690	 2229.98	 80.0900	214	334	319	303	301	332	333	140	335	126	503	"Wollastonite"	"Jadeite"	"Corundum"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Mn"	"Magnetite"	"Zr"
"BT-twinsector"	2	 40.0000	 20.0000	 80.0000	 .000000	282	 .000473	 .000000	 .000000	 .076781	 77.5931	 .000000	 .000000	 .190228	 .000000	 .074539	 .012612	 21.1063	 99.0541	 .001011	 .000000	 .000000	 .109839	 98.5130	 .000000	 .000000	 .317311	 .000000	 .095894	 .017036	 .000000	 99.0541	 .000851	 .000000	 .000000	 .041757	 33.0312	 .000000	 .000000	 .200657	 .000000	 .067437	 .006986	 66.6512	 .002552	 .000000	 .000000	 .062645	 99.1094	 .000000	 .000000	 .602067	 .000000	 .202343	 .020961	 .000000	 100.000	 2.00000	O	 .000026	 .000000	 .000000	 .001253	 .991166	 .000000	 .000000	 .006021	 .000000	 .002024	 .000210	 2.00000	 .008585	 .014478	 .004150	 .009483	 .011590	 .027109	 .022775	 .005851	 .009600	 .008964	 .008546	 .018366	 .019516	 .007841	 .013565	 .014715	 .034187	 .027810	 .009760	 .012396	 .011532	 .011545	 1265.38	 -21.359	 -13.374	 9.22504	 .083816	 -44.818	 -35.062	 2.38874	 -34.171	 9.06609	 48.3277	 28.2267	 13.6306	 13.0690	 2239.93	 80.0900	214	334	319	303	301	332	333	140	335	126	503	"Wollastonite"	"Jadeite"	"Corundum"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Mn"	"Magnetite"	"Zr"
"BT-twinsector"	2	 40.0000	 20.0000	 80.0000	 .000000	283	 .000000	 .000000	 .000000	 .079230	 77.4678	 .000000	 .008772	 .136339	 .000000	 .068411	 .000000	 21.0328	 98.7934	 .000000	 .000000	 .000000	 .113342	 98.3539	 .000000	 .010712	 .227421	 .000000	 .088011	 .000000	  .00000	 98.7934	 .000000	 .000000	 .000000	 .043241	 33.0943	 .000000	 .002458	 .144321	 .000000	 .062112	 .000000	 66.6536	 .000000	 .000000	 .000000	 .064880	 99.3120	 .000000	 .003688	 .433090	 .000000	 .186390	 .000000	 .000000	 100.000	 2.00000	O	 .000000	 .000000	 .000000	 .001297	 .993024	 .000000	 .000074	 .004330	 .000000	 .001864	 .000000	 2.00000	 .008595	 .014483	 .004152	 .009486	 .011596	 .027115	 .022781	 .005854	 .009603	 .008967	 .008550	 .018387	 .019523	 .007844	 .013571	 .014722	 .034195	 .027817	 .009765	 .012400	 .011536	 .011550	 -356.20	 -18.844	 -11.722	 8.95834	 .083890	 -34.435	 183.095	 3.24757	 -234.64	 9.83091	 -711.32	 28.2168	 13.6289	 13.0690	 2249.96	 80.0800	214	334	319	303	301	332	333	140	335	126	503	"Wollastonite"	"Jadeite"	"Corundum"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Mn"	"Magnetite"	"Zr"
"BT-twinsector"	2	 40.0000	 20.0000	 80.0000	 .000000	284	 .000000	 .000000	 .000000	 .076292	 77.7403	 .000000	 .000000	 .126963	 .000000	 .082355	 .012074	 21.1050	 99.1430	 .000000	 .000000	 .000000	 .109139	 98.6998	 .000000	 .000000	 .211781	 .000000	 .105949	 .016310	  .00000	 99.1430	 .000000	 .000000	 .000000	 .041492	 33.0946	 .000000	 .000000	 .133927	 .000000	 .074510	 .006688	 66.6487	 .000000	 .000000	 .000000	 .062243	 99.2923	 .000000	 .000000	 .401814	 .000000	 .223549	 .020065	 .000000	 100.000	 2.00000	O	 .000000	 .000000	 .000000	 .001245	 .993106	 .000000	 .000000	 .004019	 .000000	 .002236	 .000201	 2.00000	 .008592	 .014479	 .004151	 .009484	 .011593	 .027110	 .022776	 .005853	 .009601	 .008965	 .008548	 .018382	 .019517	 .007843	 .013567	 .014719	 .034188	 .027811	 .009763	 .012397	 .011533	 .011547	 -252.61	 -43.343	 -13.124	 9.28244	 .083726	 -29.502	 -25.972	 3.47017	 -169.44	 8.25838	 50.4705	 28.2070	 13.6272	 13.0690	 2259.91	 80.1100	214	334	319	303	301	332	333	140	335	126	503	"Wollastonite"	"Jadeite"	"Corundum"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Mn"	"Magnetite"	"Zr"
