"  SAMPLE"	"  NUMBER"	" TAKEOFF"	"KILOVOLT"	" CURRENT"	"BEAMSIZE"	"    LINE"	"  Si WT%"	"  Na WT%"	"   F WT%"	"  Al WT%"	"  Ca WT%"	"  Nb WT%"	"  Sn WT%"	"   W WT%"	"  Ta WT%"	"  Ti WT%"	"  Cr WT%"	"  Mn WT%"	"  Fe WT%"	"   U WT%"	"  Pb WT%"	"  Th WT%"	"  Zr WT%"	"  Hf WT%"	"   O WT%"	"   TOTAL"	"    SiO2"	"    Na2O"	"       F"	"   Al2O3"	"     CaO"	"   Nb2O5"	"    SnO2"	"     WO3"	"   Ta2O5"	"    TiO2"	"   Cr2O3"	"     MnO"	"     FeO"	"     UO2"	"     PbO"	"    ThO2"	"    ZrO2"	"    HfO2"	"       O"	"   TOTAL"	"  Si AT%"	"  Na AT%"	"   F AT%"	"  Al AT%"	"  Ca AT%"	"  Nb AT%"	"  Sn AT%"	"   W AT%"	"  Ta AT%"	"  Ti AT%"	"  Cr AT%"	"  Mn AT%"	"  Fe AT%"	"   U AT%"	"  Pb AT%"	"  Th AT%"	"  Zr AT%"	"  Hf AT%"	"   O AT%"	"Si OXMOL%"	"Na OXMOL%"	"F OXMOL%"	"Al OXMOL%"	"Ca OXMOL%"	"Nb OXMOL%"	"Sn OXMOL%"	"W OXMOL%"	"Ta OXMOL%"	"Ti OXMOL%"	"Cr OXMOL%"	"Mn OXMOL%"	"Fe OXMOL%"	"U OXMOL%"	"Pb OXMOL%"	"Th OXMOL%"	"Zr OXMOL%"	"Hf OXMOL%"	"O OXMOL%"	"   TOTAL"	" FORMULA"	"   BASIS"	"Si FORMULA"	"Na FORMULA"	"F FORMULA"	"Al FORMULA"	"Ca FORMULA"	"Nb FORMULA"	"Sn FORMULA"	"W FORMULA"	"Ta FORMULA"	"Ti FORMULA"	"Cr FORMULA"	"Mn FORMULA"	"Fe FORMULA"	"U FORMULA"	"Pb FORMULA"	"Th FORMULA"	"Zr FORMULA"	"Hf FORMULA"	"O FORMULA"	"Si CDL99"	"Na CDL99"	" F CDL99"	"Al CDL99"	"Ca CDL99"	"Nb CDL99"	"Sn CDL99"	" W CDL99"	"Ta CDL99"	"Ti CDL99"	"Cr CDL99"	"Mn CDL99"	"Fe CDL99"	" U CDL99"	"Pb CDL99"	"Th CDL99"	"Zr CDL99"	"Hf CDL99"	"Si %ERR "	"Na %ERR "	" F %ERR "	"Al %ERR "	"Ca %ERR "	"Nb %ERR "	"Sn %ERR "	" W %ERR "	"Ta %ERR "	"Ti %ERR "	"Cr %ERR "	"Mn %ERR "	"Fe %ERR "	" U %ERR "	"Pb %ERR "	"Th %ERR "	"Zr %ERR "	"Hf %ERR "	"   X-POS"	"   Y-POS"	"   Z-POS"	" RELDIST"	"Si STD_NUM"	"Na STD_NUM"	"F STD_NUM"	"Al STD_NUM"	"Ca STD_NUM"	"Nb STD_NUM"	"Sn STD_NUM"	"W STD_NUM"	"Ta STD_NUM"	"Ti STD_NUM"	"Cr STD_NUM"	"Mn STD_NUM"	"Fe STD_NUM"	"U STD_NUM"	"Pb STD_NUM"	"Th STD_NUM"	"Zr STD_NUM"	"Hf STD_NUM"	"Si STD_NAM"	"Na STD_NAM"	"F STD_NAM"	"Al STD_NAM"	"Ca STD_NAM"	"Nb STD_NAM"	"Sn STD_NAM"	"W STD_NAM"	"Ta STD_NAM"	"Ti STD_NAM"	"Cr STD_NAM"	"Mn STD_NAM"	"Fe STD_NAM"	"U STD_NAM"	"Pb STD_NAM"	"Th STD_NAM"	"Zr STD_NAM"	"Hf STD_NAM"
"Bischoff_b2"	3	 40.0000	 20.0000	 40.0000	 .000000	144	 .000909	 .108739	 .000000	 .000000	 .000000	 .000000	 79.4492	 .090039	 .095184	 .099138	 .001096	 .000000	 .043260	 .009031	 .000000	 .024916	 .022304	 .090982	 21.6116	 101.646	 .001944	 .146577	 .000000	 .000000	 .000000	 .000000	 100.869	 .113547	 .116226	 .165368	 .001602	 .000000	 .055654	 .010245	 .000000	 .028352	 .030128	 .107294	 .000002	 101.646	 .001594	 .233036	 .000000	 .000000	 .000000	 .000000	 32.9802	 .024129	 .025917	 .101973	 .001039	 .000000	 .038165	 .001869	 .000000	 .005291	 .012047	 .025114	 66.5496	 .004785	 .349690	 .000001	 .000000	 .000000	 .000000	 98.9790	 .072416	 .038891	 .306037	 .001558	 .000000	 .114540	 .005610	 .000000	 .015878	 .036154	 .075372	 .000000	 100.000	 2.00000	O	 .000048	 .007003	 .000000	 .000000	 .000000	 .000000	 .991147	 .000725	 .000779	 .003065	 .000031	 .000000	 .001147	 .000056	 .000000	 .000159	 .000362	 .000755	 2.00000	 .006980	 .019183	 .077777	 .006288	 .002245	 .012622	 .007869	 .038460	 .031984	 .017084	 .011420	 .013469	 .012446	 .006987	 .060565	 .007380	 .011287	 .028191	 542.723	 13.5383	 -1.8836	 -43.549	 -14.757	 -91.345	 .063152	 30.6612	 24.1995	 13.6782	 737.578	 -51.107	 21.1913	 54.6943	 -1061.2	 21.0847	 36.4618	 22.3268	 -3.8066	 33.6674	 13.0515	 60.0025	334	334	123	319	123	303	301	332	333	140	117	335	126	538	120	2011	503	914	"Jadeite"	"Jadeite"	"Fluorite"	"Corundum"	"Fluorite"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Cr2O3"	"Mn"	"Magnetite"	"U"	"Crocoite"	"ThO2"	"Zr"	"Hf"
"Bischoff_b2"	3	 40.0000	 20.0000	 40.0000	 .000000	145	 .000000	 .066247	 .000000	 .000000	 .000000	 .000000	 79.5765	 .068261	 .088830	 .101564	 .000000	 .000000	 .052205	 .007880	 .000000	 .021040	 .018816	 .065249	 21.6202	 101.687	 .000000	 .089299	 .000000	 .000000	 .000000	 .000000	 101.031	 .086083	 .108467	 .169414	 .000000	 .000000	 .067162	 .008939	 .000000	 .023941	 .025417	 .076946	  .00000	 101.687	 .000000	 .142003	 .000000	 .000000	 .000000	 .000000	 33.0402	 .018297	 .024192	 .104490	 .000000	 .000000	 .046067	 .001631	 .000000	 .004468	 .010165	 .018015	 66.5905	 .000000	 .213048	 .000001	 .000000	 .000000	 .000000	 99.1411	 .054903	 .036296	 .313536	 .000000	 .000000	 .138229	 .004895	 .000000	 .013408	 .030502	 .054056	 .000000	 100.000	 2.00000	O	 .000000	 .004265	 .000000	 .000000	 .000000	 .000000	 .992342	 .000550	 .000727	 .003138	 .000000	 .000000	 .001384	 .000049	 .000000	 .000134	 .000305	 .000541	 2.00000	 .006978	 .019188	 .077782	 .006287	 .002244	 .012617	 .007866	 .038454	 .031979	 .017082	 .011419	 .013468	 .012445	 .006985	 .060551	 .007378	 .011282	 .028186	 -125.04	 21.5544	 -1.8117	 -32.344	 -22.142	 -107.64	 .063084	 40.2741	 25.8919	 13.3844	 -219.58	 -48.353	 17.7023	 62.6371	 -275.30	 24.9204	 43.0703	 30.9453	 -3.8103	 33.6640	 13.0515	 65.0267	334	334	123	319	123	303	301	332	333	140	117	335	126	538	120	2011	503	914	"Jadeite"	"Jadeite"	"Fluorite"	"Corundum"	"Fluorite"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Cr2O3"	"Mn"	"Magnetite"	"U"	"Crocoite"	"ThO2"	"Zr"	"Hf"
"Bischoff_b2"	3	 40.0000	 20.0000	 40.0000	 .000000	146	 .000000	 .017943	 .000000	 .000000	 .000000	 .000000	 79.5960	 .094811	 .113512	 .075566	 .000000	 .000000	 .025750	 .008878	 .019170	 .020193	 .029744	 .083169	 21.6046	 101.689	 .000000	 .024186	 .000000	 .000000	 .000000	 .000000	 101.056	 .119564	 .138604	 .126049	 .000000	 .000000	 .033128	 .010072	 .020650	 .022978	 .040178	 .098080	 .000002	 101.689	 .000000	 .038524	 .000000	 .000000	 .000000	 .000000	 33.1027	 .025455	 .030965	 .077871	 .000000	 .000000	 .022760	 .001841	 .004567	 .004296	 .016095	 .023000	 66.6519	 .000000	 .057821	 .000001	 .000000	 .000000	 .000000	 99.3677	 .076412	 .046476	 .233755	 .000000	 .000000	 .068320	 .005527	 .013709	 .012895	 .048315	 .069042	 .000000	 100.000	 2.00000	O	 .000000	 .001156	 .000000	 .000000	 .000000	 .000000	 .993300	 .000764	 .000929	 .002337	 .000000	 .000000	 .000683	 .000055	 .000137	 .000129	 .000483	 .000690	 2.00000	 .006982	 .019197	 .077869	 .006286	 .002246	 .012625	 .007871	 .038462	 .031986	 .017091	 .011423	 .013472	 .012447	 .006990	 .060563	 .007382	 .011287	 .028192	 -33.981	 76.6913	 -1.9487	 -26.723	 -19.543	 -94.233	 .063078	 29.1440	 20.3709	 17.5041	 -262.16	 -1299.0	 35.0260	 55.6515	 221.321	 25.9721	 27.5208	 24.3816	 -3.8139	 33.6606	 13.0515	 69.9783	334	334	123	319	123	303	301	332	333	140	117	335	126	538	120	2011	503	914	"Jadeite"	"Jadeite"	"Fluorite"	"Corundum"	"Fluorite"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Cr2O3"	"Mn"	"Magnetite"	"U"	"Crocoite"	"ThO2"	"Zr"	"Hf"
"Bischoff_b2"	3	 40.0000	 20.0000	 40.0000	 .000000	147	 .005100	 .065364	 .000000	 .000000	 .000000	 .005492	 79.6399	 .096286	 .097283	 .034007	 .002193	 .002212	 .042265	 .007019	 .048307	 .026919	 .000000	 .045169	 21.6022	 101.720	 .010912	 .088109	 .000000	 .000000	 .000000	 .007856	 101.112	 .121424	 .118788	 .056726	 .003206	 .002856	 .054374	 .007963	 .052037	 .030631	 .000000	 .053267	 -.00001	 101.720	 .008957	 .140232	 .000000	 .000000	 .000000	 .002915	 33.0952	 .025831	 .026517	 .035018	 .002081	 .001986	 .037328	 .001454	 .011500	 .005722	 .000000	 .012482	 66.5928	 .026881	 .210423	 .000001	 .000000	 .000000	 .004375	 99.3213	 .077522	 .039791	 .105091	 .003122	 .005960	 .112023	 .004365	 .034512	 .017172	 .000000	 .037459	 .000000	 100.000	 2.00000	O	 .000269	 .004212	 .000000	 .000000	 .000000	 .000088	 .993958	 .000776	 .000796	 .001052	 .000062	 .000060	 .001121	 .000044	 .000345	 .000172	 .000000	 .000375	 2.00000	 .006980	 .019197	 .077841	 .006288	 .002246	 .012623	 .007870	 .038461	 .031985	 .017090	 .011422	 .013471	 .012447	 .006989	 .060562	 .007381	 .011286	 .028191	 97.0780	 21.8392	 -1.7571	 -32.424	 -61.731	 163.228	 .063060	 28.7046	 23.6879	 37.0816	 369.182	 431.499	 21.6715	 70.3331	 87.9585	 19.5357	 -70.252	 44.5027	 -3.8176	 33.6572	 13.0515	 75.0124	334	334	123	319	123	303	301	332	333	140	117	335	126	538	120	2011	503	914	"Jadeite"	"Jadeite"	"Fluorite"	"Corundum"	"Fluorite"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Cr2O3"	"Mn"	"Magnetite"	"U"	"Crocoite"	"ThO2"	"Zr"	"Hf"
"Bischoff_b2"	3	 40.0000	 20.0000	 40.0000	 .000000	148	 .000000	 .022441	 .000000	 .000000	 .000000	 .000390	 79.4145	 .125088	 .096433	 .050105	 .000000	 .000000	 .048720	 .016046	 .048973	 .018922	 .054427	 .066065	 21.5598	 101.522	 .000000	 .030251	 .000000	 .000000	 .000000	 .000558	 100.825	 .157747	 .117751	 .083577	 .000000	 .000000	 .062678	 .018203	 .052755	 .021531	 .073520	 .077909	 .000000	 101.522	 .000000	 .048275	 .000000	 .000000	 .000000	 .000208	 33.0899	 .033648	 .026356	 .051731	 .000000	 .000000	 .043143	 .003334	 .011689	 .004033	 .029507	 .018305	 66.6399	 .000000	 .072435	 .000001	 .000000	 .000000	 .000311	 99.3013	 .100977	 .039547	 .155243	 .000000	 .000000	 .129472	 .010004	 .035080	 .012102	 .088551	 .054932	 .000000	 100.000	 2.00000	O	 .000000	 .001449	 .000000	 .000000	 .000000	 .000006	 .993095	 .001010	 .000791	 .001553	 .000000	 .000000	 .001295	 .000100	 .000351	 .000121	 .000886	 .000549	 2.00000	 .006979	 .019194	 .077851	 .006285	 .002246	 .012623	 .007871	 .038455	 .031981	 .017088	 .011421	 .013469	 .012445	 .006990	 .060554	 .007383	 .011285	 .028188	 -360.16	 61.5275	 -1.8086	 -33.765	 -20.428	 2289.10	 .063144	 22.2086	 23.8890	 25.6483	 -978.63	 -42.582	 18.9083	 30.8835	 86.7492	 27.7029	 15.3566	 30.5693	 -3.8213	 33.6538	 13.0515	 80.0289	334	334	123	319	123	303	301	332	333	140	117	335	126	538	120	2011	503	914	"Jadeite"	"Jadeite"	"Fluorite"	"Corundum"	"Fluorite"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Cr2O3"	"Mn"	"Magnetite"	"U"	"Crocoite"	"ThO2"	"Zr"	"Hf"
"Sifleets_a1"	4	 40.0000	 20.0000	 40.0000	 .000000	149	 .839099	 .053777	 .000000	 .383172	 .000000	 .572583	 72.3136	 .053149	 1.75495	 .044824	 .004537	 .032999	 .484651	 .000000	 .048971	 .013095	 1.81229	 .294306	 22.3350	 101.041	 1.79513	 .072490	 .000000	 .723996	 .000000	 .819104	 91.8101	 .067025	 2.14290	 .074769	 .006632	 .042609	 .623502	 .000000	 .052753	 .014901	 2.44804	 .347070	  .00000	 101.041	 1.42275	 .111394	 .000000	 .676278	 .000000	 .293495	 29.0143	 .013767	 .461868	 .044564	 .004156	 .028604	 .413272	 .000000	 .011256	 .002688	 .946112	 .078522	 66.4770	 4.34436	 .170070	 .000001	 1.03251	 .000000	 .448092	 88.5948	 .042037	 .705155	 .136075	 .006344	 .087343	 1.26192	 .000000	 .034369	 .008206	 2.88894	 .239766	 .000000	 100.000	 2.00000	O	 .042804	 .003351	 .000000	 .020346	 .000000	 .008830	 .872912	 .000414	 .013896	 .001341	 .000125	 .000861	 .012434	 .000000	 .000339	 .000081	 .028464	 .002362	 2.00000	 .006933	 .018707	 .075983	 .006189	 .002255	 .012659	 .007916	 .038395	 .031921	 .016900	 .011329	 .013380	 .012378	 .007039	 .060644	 .007453	 .011346	 .028131	 .929259	 25.6545	 -1.8010	 1.52496	 -1046.8	 2.19761	 .066917	 51.4918	 1.70965	 28.1973	 177.540	 29.7145	 2.53705	 -475.07	 86.7782	 40.2883	 .920442	 7.19997	 -8.5564	 4.54589	 13.0415	 .000000	334	334	123	319	123	303	301	332	333	140	117	335	126	538	120	2011	503	914	"Jadeite"	"Jadeite"	"Fluorite"	"Corundum"	"Fluorite"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Cr2O3"	"Mn"	"Magnetite"	"U"	"Crocoite"	"ThO2"	"Zr"	"Hf"
"Sifleets_a1"	4	 40.0000	 20.0000	 40.0000	 .000000	150	 16.2144	 .059090	 .000000	 13.7253	 .026123	 .018760	 23.2107	 .000000	 .219355	 .000000	 .000000	 .025290	 1.96543	 .000000	 .000000	 .000000	 .000000	 .004967	 37.5992	 93.0687	 34.6885	 .079652	 .000000	 25.9337	 .036551	 .026837	 29.4686	 .000000	 .267846	 .000000	 .000000	 .032655	 2.52851	 .000000	 .000000	 .000000	 .000000	 .005857	 .000004	 93.0687	 15.7228	 .070000	 .000000	 13.8537	 .017750	 .005499	 5.32590	 .000000	 .033015	 .000000	 .000000	 .012537	 .958462	 .000000	 .000000	 .000000	 .000000	 .000758	 63.9996	 54.1805	 .120609	 .000000	 23.8698	 .061167	 .009475	 18.3529	 .000000	 .056885	 .000000	 .000000	 .043202	 3.30284	 .000000	 .000000	 .000000	 .000000	 .002612	 .000000	 100.000	 2.00000	O	 .491341	 .002188	 .000000	 .432932	 .000555	 .000172	 .166435	 .000000	 .001032	 .000000	 .000000	 .000392	 .029952	 .000000	 .000000	 .000000	 .000000	 .000024	 2.00000	 .005305	 .012188	 .041773	 .004467	 .001944	 .010784	 .006726	 .032566	 .027223	 .013048	 .008975	 .010823	 .010353	 .005849	 .052222	 .006260	 .010016	 .023902	 .161789	 15.6994	 -3.7670	 .149781	 5.56947	 41.6330	 .124904	 -125.44	 9.40094	 -49.956	 -105.10	 31.6199	 .989745	 -17.954	 -23.410	 -11.947	 -15.103	 340.285	 -8.5503	 4.54570	 13.0415	 6.11314	334	334	123	319	123	303	301	332	333	140	117	335	126	538	120	2011	503	914	"Jadeite"	"Jadeite"	"Fluorite"	"Corundum"	"Fluorite"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Cr2O3"	"Mn"	"Magnetite"	"U"	"Crocoite"	"ThO2"	"Zr"	"Hf"
"Sifleets_a1"	4	 40.0000	 20.0000	 40.0000	 .000000	151	 12.8573	 .000000	 .000000	 8.96169	 .044979	 .009201	 7.81267	 .000000	 .000000	 .000000	 .000000	 .017071	 2.57199	 .000000	 .000000	 .000000	 .000000	 .000000	 25.4904	 57.7653	 27.5063	 .000000	 .000000	 16.9330	 .062935	 .013163	 9.91905	 .000000	 .000000	 .000000	 .000000	 .022043	 3.30886	 .000000	 .000000	 .000000	 .000000	 .000000	  .00000	 57.7653	 18.3371	 .000000	 .000000	 13.3042	 .044953	 .003967	 2.63668	 .000000	 .000000	 .000000	 .000000	 .012447	 1.84476	 .000000	 .000000	 .000000	 .000000	 .000000	 63.8159	 62.0965	 .000000	 .000000	 22.5265	 .152227	 .006717	 8.92881	 .000000	 .000000	 .000000	 .000000	 .042150	 6.24708	 .000000	 .000000	 .000000	 .000000	 .000000	 .000000	 100.000	 2.00000	O	 .574688	 .000000	 .000000	 .416955	 .001409	 .000124	 .082634	 .000000	 .000000	 .000000	 .000000	 .000390	 .057815	 .000000	 .000000	 .000000	 .000000	 .000000	 2.00000	 .004771	 .010903	 .033821	 .003872	 .001850	 .010071	 .006351	 .030165	 .025398	 .011948	 .008109	 .009932	 .009597	 .005486	 .047992	 .005845	 .009285	 .022248	 .179084	 -13.243	 -3.1198	 .180323	 3.23640	 78.4825	 .222379	 -14.494	 -58.851	 -65.743	 -37.045	 42.6385	 .849044	 -6.8316	 -5.0351	 -5.8348	 -14.486	 -13.274	 -8.5446	 4.54860	 13.0415	 12.5086	334	334	123	319	123	303	301	332	333	140	117	335	126	538	120	2011	503	914	"Jadeite"	"Jadeite"	"Fluorite"	"Corundum"	"Fluorite"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Cr2O3"	"Mn"	"Magnetite"	"U"	"Crocoite"	"ThO2"	"Zr"	"Hf"
"Sifleets_a1"	4	 40.0000	 20.0000	 40.0000	 .000000	152	 .024894	 .034959	 .000000	 .016050	 .000699	 .293261	 77.3140	 .058528	 .973474	 .026408	 .000000	 .033361	 .273105	 .006114	 .000000	 .019047	 .044952	 .040721	 21.3886	 100.548	 .053256	 .047124	 .000000	 .030326	 .000977	 .419522	 98.1586	 .073809	 1.18867	 .044051	 .000000	 .043076	 .351348	 .006936	 .000000	 .021673	 .060721	 .048022	  .00000	 100.548	 .044164	 .075768	 .000000	 .029639	 .000868	 .157282	 32.4572	 .015862	 .268064	 .027471	 .000000	 .030257	 .243667	 .001280	 .000000	 .004090	 .024554	 .011368	 66.6084	 .133320	 .114363	 .000001	 .044737	 .002622	 .237398	 97.9806	 .047885	 .404610	 .082928	 .000000	 .091339	 .735572	 .003863	 .000000	 .012347	 .074123	 .034316	 .000000	 100.000	 2.00000	O	 .001326	 .002275	 .000000	 .000890	 .000026	 .004723	 .974569	 .000476	 .008049	 .000825	 .000000	 .000909	 .007316	 .000038	 .000000	 .000123	 .000737	 .000341	 2.00000	 .006999	 .019156	 .077765	 .006276	 .002253	 .012677	 .007899	 .038509	 .032025	 .017086	 .011420	 .013474	 .012449	 .007019	 .060676	 .007415	 .011334	 .028226	 20.2939	 39.8064	 -1.8225	 27.9911	 227.707	 3.73689	 .064187	 46.9473	 2.77119	 47.2973	 -177.76	 29.5999	 4.00310	 81.0443	 -468.32	 27.6384	 18.5241	 49.3668	 -8.5417	 4.54879	 13.0415	 15.4045	334	334	123	319	123	303	301	332	333	140	117	335	126	538	120	2011	503	914	"Jadeite"	"Jadeite"	"Fluorite"	"Corundum"	"Fluorite"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Cr2O3"	"Mn"	"Magnetite"	"U"	"Crocoite"	"ThO2"	"Zr"	"Hf"
"Sifleets_a1"	4	 40.0000	 20.0000	 40.0000	 .000000	153	 .000000	 .052103	 .000000	 .000000	 .000000	 .309533	 77.6123	 .069461	 1.00686	 .032888	 .008482	 .016932	 .259882	 .003114	 .000000	 .018306	 .062483	 .099375	 21.4651	 101.017	 .000000	 .070233	 .000000	 .000000	 .000000	 .442800	 98.5373	 .087596	 1.22943	 .054858	 .012397	 .021863	 .334337	 .003533	 .000000	 .020831	 .084402	 .117191	 -.00001	 101.017	 .000000	 .112520	 .000000	 .000000	 .000000	 .165413	 32.4655	 .018758	 .276261	 .034088	 .008099	 .015302	 .231037	 .000650	 .000000	 .003917	 .034008	 .027642	 66.6068	 .000000	 .169907	 .000001	 .000000	 .000000	 .249777	 98.0474	 .056649	 .417161	 .102947	 .012229	 .046212	 .697743	 .001962	 .000000	 .011829	 .102704	 .083480	 .000000	 100.000	 2.00000	O	 .000000	 .003379	 .000000	 .000000	 .000000	 .004967	 .974840	 .000563	 .008295	 .001024	 .000243	 .000459	 .006937	 .000020	 .000000	 .000118	 .001021	 .000830	 2.00000	 .007003	 .019155	 .077802	 .006275	 .002253	 .012683	 .007902	 .038512	 .032027	 .017088	 .011422	 .013475	 .012450	 .007022	 .060682	 .007419	 .011338	 .028228	 -34.869	 27.0620	 -1.7175	 -58.261	 -121.93	 3.57423	 .064066	 39.6410	 2.69292	 38.2848	 96.2321	 57.3092	 4.17045	 158.973	 -136.85	 28.7604	 13.5271	 20.5033	 -8.5368	 4.54969	 13.0415	 20.3864	334	334	123	319	123	303	301	332	333	140	117	335	126	538	120	2011	503	914	"Jadeite"	"Jadeite"	"Fluorite"	"Corundum"	"Fluorite"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Cr2O3"	"Mn"	"Magnetite"	"U"	"Crocoite"	"ThO2"	"Zr"	"Hf"
"Sifleets_a1"	4	 40.0000	 20.0000	 40.0000	 .000000	154	 .000000	 .000000	 .000000	 .000000	 .000000	 .252439	 77.9127	 .082633	 .860716	 .049035	 .003416	 .018130	 .226395	 .003714	 .000000	 .018591	 .035015	 .101833	 21.4646	 101.029	 .000000	 .000000	 .000000	 .000000	 .000000	 .361125	 98.9187	 .104207	 1.05098	 .081793	 .004993	 .023411	 .291256	 .004213	 .000000	 .021154	 .047298	 .120090	 .000002	 101.029	 .000000	 .000000	 .000000	 .000000	 .000000	 .135019	 32.6193	 .022334	 .236367	 .050869	 .003264	 .016399	 .201441	 .000775	 .000000	 .003981	 .019074	 .028350	 66.6629	 .000000	 .000000	 .000001	 .000000	 .000000	 .203649	 98.3995	 .067373	 .356513	 .153451	 .004924	 .049469	 .607667	 .002339	 .000000	 .012010	 .057539	 .085522	 .000000	 100.000	 2.00000	O	 .000000	 .000000	 .000000	 .000000	 .000000	 .004051	 .978634	 .000670	 .007091	 .001526	 .000098	 .000492	 .006044	 .000023	 .000000	 .000119	 .000572	 .000851	 2.00000	 .007000	 .019169	 .077853	 .006276	 .002252	 .012675	 .007897	 .038505	 .032021	 .017091	 .011423	 .013476	 .012450	 .007017	 .060663	 .007413	 .011331	 .028223	 -20.545	 -504.45	 -1.8364	 -28.308	 -220.29	 4.23901	 .063902	 33.3974	 3.07901	 26.1765	 237.427	 53.5919	 4.68093	 133.247	 -519.88	 28.3021	 23.5723	 20.0161	 -8.5319	 4.55070	 13.0415	 25.3894	334	334	123	319	123	303	301	332	333	140	117	335	126	538	120	2011	503	914	"Jadeite"	"Jadeite"	"Fluorite"	"Corundum"	"Fluorite"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Cr2O3"	"Mn"	"Magnetite"	"U"	"Crocoite"	"ThO2"	"Zr"	"Hf"
"Sifleets_a1"	4	 40.0000	 20.0000	 40.0000	 .000000	155	 .000000	 .047108	 .000000	 .000000	 .000000	 .134289	 78.5092	 .044332	 .563419	 .067021	 .000693	 .021392	 .145556	 .000254	 .033612	 .016782	 .025836	 .074697	 21.4976	 101.182	 .000000	 .063501	 .000000	 .000000	 .000000	 .192106	 99.6761	 .055906	 .687967	 .111795	 .001013	 .027622	 .187257	 .000288	 .036208	 .019097	 .034899	 .088088	 .000000	 101.182	 .000000	 .101578	 .000000	 .000000	 .000000	 .071653	 32.7902	 .011953	 .154353	 .069361	 .000661	 .019303	 .129201	 .000053	 .008042	 .003585	 .014040	 .020746	 66.6052	 .000000	 .152837	 .000001	 .000000	 .000000	 .107812	 98.6747	 .035971	 .232245	 .208725	 .000994	 .058087	 .388802	 .000159	 .024201	 .010789	 .042251	 .062429	 .000000	 100.000	 2.00000	O	 .000000	 .003050	 .000000	 .000000	 .000000	 .002152	 .984614	 .000359	 .004635	 .002083	 .000020	 .000580	 .003880	 .000002	 .000241	 .000108	 .000422	 .000623	 2.00000	 .006991	 .019174	 .077816	 .006280	 .002249	 .012648	 .007883	 .038478	 .031999	 .017085	 .011420	 .013471	 .012446	 .007003	 .060610	 .007397	 .011308	 .028204	 -57.909	 29.8493	 -1.7403	 -40.515	 -30.375	 7.37538	 .063591	 61.7705	 4.47394	 19.5430	 1165.99	 45.5664	 6.86366	 1945.19	 126.382	 31.2650	 31.6327	 27.1041	 -8.5269	 4.55159	 13.0415	 30.4681	334	334	123	319	123	303	301	332	333	140	117	335	126	538	120	2011	503	914	"Jadeite"	"Jadeite"	"Fluorite"	"Corundum"	"Fluorite"	"CaNb2O6"	"Cassiterite"	"Scheelite"	"Manganotantalite"	"Rutile"	"Cr2O3"	"Mn"	"Magnetite"	"U"	"Crocoite"	"ThO2"	"Zr"	"Hf"
