  SAMPLE,LOCALITY,REGION,STATE,STYLE,ZONE
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_b2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_b2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_b2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_b2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_b2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_b2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_b2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_b2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_b2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_b2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_b2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_b2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_b2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_b2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_b2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_b2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_b2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a1,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Sifleets_a2,Sifleetes Reward,Pilbara,WA,Pegmatite,Main
Bischoff_c1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c1,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c2,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c3,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c3,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c3,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c3,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c3,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c3,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c3,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c3,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c3,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c3,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c3,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c3,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c3,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c3,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c3,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c3,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c3,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c3,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Main
Bischoff_c4,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c4,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c4,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c4,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c4,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c4,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c4,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c4,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c4,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c4,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c4,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c4,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c4,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c4,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c4,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c4,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c4,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
Bischoff_c4,Mt Bischoff,Northwest Tasmania,TAS,Skarn,Sector
