  SAMPLE,LOCALITY,REGION,STATE,STYLE,ZONE
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
T1,Elsmore,New England,NSW,Vein,Main
continued,Elsmore,New England,NSW,Vein,Main
continued,Elsmore,New England,NSW,Vein,Main
continued,Elsmore,New England,NSW,Vein,Main
continued,Elsmore,New England,NSW,Vein,Main
continued,Elsmore,New England,NSW,Vein,Main
continued,Elsmore,New England,NSW,Vein,Main
continued,Elsmore,New England,NSW,Vein,Main
continued,Elsmore,New England,NSW,Vein,Main
continued,Elsmore,New England,NSW,Vein,Main
continued,Elsmore,New England,NSW,Vein,Main
continued,Elsmore,New England,NSW,Vein,Main
continued,Elsmore,New England,NSW,Vein,Main
continued,Elsmore,New England,NSW,Vein,Main
continued,Elsmore,New England,NSW,Vein,Main
continued,Elsmore,New England,NSW,Vein,Main
continued,Elsmore,New England,NSW,Vein,Main
continued,Elsmore,New England,NSW,Vein,Main
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
T1_sector,Elsmore,New England,NSW,Vein,Sector
