  SAMPLE,  NUMBER, TAKEOFF,KILOVOLT, CURRENT,BEAMSIZE,    LINE,  Si WT%,  Na WT%,  Al WT%,  Nb WT%,  Sn WT%,   W WT%,  Ta WT%,  Ti WT%,  Mn WT%,  Fe WT%,  Zr WT%,   O WT%,   TOTAL,    SiO2,    Na2O,   Al2O3,   Nb2O5,    SnO2,     WO3,   Ta2O5,    TiO2,     MnO,     FeO,    ZrO2,       O,   TOTAL,  Si AT%,  Na AT%,  Al AT%,  Nb AT%,  Sn AT%,   W AT%,  Ta AT%,  Ti AT%,  Mn AT%,  Fe AT%,  Zr AT%,   O AT%,Si OXMOL%,Na OXMOL%,Al OXMOL%,Nb OXMOL%,Sn OXMOL%,W OXMOL%,Ta OXMOL%,Ti OXMOL%,Mn OXMOL%,Fe OXMOL%,Zr OXMOL%,O OXMOL%,   TOTAL, FORMULA,   BASIS,Si FORMULA,Na FORMULA,Al FORMULA,Nb FORMULA,Sn FORMULA,W FORMULA,Ta FORMULA,Ti FORMULA,Mn FORMULA,Fe FORMULA,Zr FORMULA,O FORMULA,Si CDL99,Na CDL99,Al CDL99,Nb CDL99,Sn CDL99, W CDL99,Ta CDL99,Ti CDL99,Mn CDL99,Fe CDL99,Zr CDL99,SiO2 CDL99,Na2O CDL99,Al2O3 CDL99,Nb2O5 CDL99,SnO2 CDL99,WO3 CDL99,Ta2O5 CDL99,TiO2 CDL99,MnO CDL99,FeO CDL99,ZrO2 CDL99,Si %ERR ,Na %ERR ,Al %ERR ,Nb %ERR ,Sn %ERR , W %ERR ,Ta %ERR ,Ti %ERR ,Mn %ERR ,Fe %ERR ,Zr %ERR ,   X-POS,   Y-POS,   Z-POS, RELDIST,Si STD_NUM,Na STD_NUM,Al STD_NUM,Nb STD_NUM,Sn STD_NUM,W STD_NUM,Ta STD_NUM,Ti STD_NUM,Mn STD_NUM,Fe STD_NUM,Zr STD_NUM,Si STD_NAM,Na STD_NAM,Al STD_NAM,Nb STD_NAM,Sn STD_NAM,W STD_NAM,Ta STD_NAM,Ti STD_NAM,Mn STD_NAM,Fe STD_NAM,Zr STD_NAM
T1,2,40,20,40,0,58,0,0,0,0.022721,77.7797,0,0.00195,0.370381,0,0.03969,0.018419,21.2457,99.4786,0,0,0,0.032503,98.7499,0,0.002381,0.617818,0,0.051062,0.02488,0,99.4786,0,0,0,0.012277,32.8963,0,0.000541,0.388158,0,0.035676,0.010136,66.6569,0,0,0,0.018413,98.679,0,0.000811,1.16436,0,0.107018,0.030405,0,100,2,O,0,0,0,0.000368,0.987034,0,0.000016,0.011646,0,0.00107,0.000304,2,0.011944,0.014494,0.005654,0.013175,0.016628,0.039269,0.033146,0.008224,0.013537,0.01279,0.012109,0.025553,0.019537,0.010683,0.018847,0.021111,0.049522,0.040474,0.013718,0.01748,0.016455,0.016357,-3488.1,-65.816,-18.789,41.6903,0.118327,-57.414,1196.3,1.86897,-146.19,23.5925,47.1177,-11.464,-32.625,13.18,0,214,334,319,303,301,332,333,140,335,126,524,Wollastonite,Jadeite,Corundum,CaNb2O6,Cassiterite,Scheelite,Manganotantalite,Rutile,Mn,Magnetite,Zircon
T1,2,40,20,40,0,59,0,0,0,0.01311,78.4136,0,0,0.246881,0,0.046373,0,21.3249,100.045,0,0,0,0.018755,99.5547,0,0,0.411811,0,0.059659,0,0.000002,100.045,0,0,0,0.007057,33.0397,0,0,0.257757,0,0.041527,0,66.654,0,0,0,0.010583,99.0918,0,0,0.773058,0,0.124546,0,0,100,2,O,0,0,0,0.000212,0.991378,0,0,0.007734,0,0.001246,0,2,0.011968,0.014508,0.005659,0.013183,0.016641,0.039282,0.033159,0.008231,0.013545,0.012797,0.012118,0.025604,0.019556,0.010692,0.018858,0.021127,0.049538,0.040489,0.01373,0.017489,0.016463,0.016369,-166.41,-79.71,-21.841,71.7651,0.117835,-51.67,-38.334,2.66022,-57.123,20.3191,-54.71,-11.464,-32.615,13.18,9.99832,214,334,319,303,301,332,333,140,335,126,524,Wollastonite,Jadeite,Corundum,CaNb2O6,Cassiterite,Scheelite,Manganotantalite,Rutile,Mn,Magnetite,Zircon
T1,2,40,20,40,0,60,0,0,0,0.039461,78.2061,0,0,0.302521,0,0.085074,0,21.3286,99.9618,0,0,0,0.056451,99.2913,0,0,0.504622,0,0.109448,0,0,99.9618,0,0,0,0.021235,32.942,0,0,0.31575,0,0.076159,0,66.6448,0,0,0,0.031842,98.7928,0,0,0.946931,0,0.228401,0,0,100,2,O,0,0,0,0.000637,0.988585,0,0,0.009476,0,0.002286,0,2,0.011953,0.014499,0.005656,0.013178,0.016633,0.039274,0.033151,0.008226,0.013539,0.012792,0.012113,0.025572,0.019545,0.010687,0.018851,0.021117,0.049528,0.04048,0.013722,0.017483,0.016457,0.016362,-84.236,-22.818,-19.561,24.3133,0.118001,-86.038,-154.21,2.22414,-29.046,11.4363,-41.337,-11.464,-32.605,13.18,20.0119,214,334,319,303,301,332,333,140,335,126,524,Wollastonite,Jadeite,Corundum,CaNb2O6,Cassiterite,Scheelite,Manganotantalite,Rutile,Mn,Magnetite,Zircon
T1,2,40,20,40,0,61,0,0,0,0.029933,78.4842,0,0.051728,0.320026,0.025755,0.070423,0,21.4259,100.408,0,0,0,0.042821,99.6443,0,0.063163,0.533822,0.033255,0.090599,0,0.000004,100.408,0,0,0,0.016034,32.9081,0,0.014227,0.332495,0.02333,0.062755,0,66.643,0,0,0,0.024045,98.6992,0,0.021335,0.997231,0.069972,0.188217,0,0,100,2,O,0,0,0,0.000481,0.987595,0,0.000427,0.009978,0.0007,0.001883,0,2,0.011957,0.014498,0.005655,0.013181,0.016635,0.039277,0.033154,0.008226,0.01354,0.012792,0.012116,0.02558,0.019542,0.010686,0.018856,0.02112,0.049532,0.040483,0.013722,0.017483,0.016457,0.016366,-119.63,-26.468,-17.768,31.8329,0.117797,-67.41,45.5325,2.11829,38.1824,13.6508,-29.471,-11.464,-32.595,13.18,29.9988,214,334,319,303,301,332,333,140,335,126,524,Wollastonite,Jadeite,Corundum,CaNb2O6,Cassiterite,Scheelite,Manganotantalite,Rutile,Mn,Magnetite,Zircon
T1,2,40,20,40,0,62,0,0,0,0.048143,77.8781,0,0.044656,0.438838,0,0.145861,0,21.3623,99.9178,0,0,0,0.068871,98.8748,0,0.054527,0.732007,0,0.18765,0,0.000004,99.9178,0,0,0,0.02586,32.7447,0,0.012316,0.457202,0,0.13034,0,66.6296,0,0,0,0.038769,98.1811,0,0.018464,1.37087,0,0.39081,0,0,100,2,O,0,0,0,0.000776,0.982888,0,0.00037,0.013724,0,0.003912,0,2,0.011928,0.014484,0.005651,0.013172,0.016619,0.039261,0.033139,0.008217,0.01353,0.012784,0.012106,0.025519,0.019524,0.010677,0.018843,0.021099,0.049512,0.040464,0.013706,0.017471,0.016447,0.016353,-625.16,-26.767,-19.567,20.0482,0.118266,-75.788,52.6522,1.61995,-154.14,6.98753,-486.89,-11.464,-32.585,13.18,40.0085,214,334,319,303,301,332,333,140,335,126,524,Wollastonite,Jadeite,Corundum,CaNb2O6,Cassiterite,Scheelite,Manganotantalite,Rutile,Mn,Magnetite,Zircon
T1,2,40,20,40,0,63,0,0,0,0.025411,78.4302,0,0,0.270715,0.00321,0.074745,0,21.3597,100.164,0,0,0,0.036351,99.5758,0,0,0.451569,0.004144,0.09616,0,0.000002,100.164,0,0,0,0.013654,32.9888,0,0,0.282146,0.002917,0.066816,0,66.6457,0,0,0,0.020473,98.9243,0,0,0.846079,0.008746,0.200363,0,0,100,2,O,0,0,0,0.00041,0.989975,0,0,0.008467,0.000088,0.002005,0,2,0.011965,0.014509,0.005659,0.013185,0.016643,0.039293,0.033168,0.008232,0.013547,0.012799,0.01212,0.025598,0.019558,0.010694,0.018862,0.02113,0.049552,0.0405,0.013731,0.017492,0.016466,0.016372,-433.63,-23.625,-17.946,37.3826,0.11787,-106.15,-473.2,2.45242,299.284,12.9139,-115.1,-11.464,-32.575,13.18,49.9992,214,334,319,303,301,332,333,140,335,126,524,Wollastonite,Jadeite,Corundum,CaNb2O6,Cassiterite,Scheelite,Manganotantalite,Rutile,Mn,Magnetite,Zircon
T1,2,40,20,40,0,64,0,0,0,0,78.1703,0,0,0.191319,0.010254,0.055184,0,21.2221,99.6491,0,0,0,0,99.2458,0,0,0.319131,0.01324,0.070995,0,0,99.6491,0,0,0,0,33.0933,0,0,0.200694,0.009379,0.049651,0,66.647,0,0,0,0,99.2213,0,0,0.601728,0.028119,0.148866,0,0,100,2,O,0,0,0,0,0.993092,0,0,0.006023,0.000281,0.00149,0,2,0.01198,0.014517,0.005662,0.013189,0.016649,0.039297,0.033172,0.008236,0.01355,0.012802,0.012124,0.025629,0.019568,0.010698,0.018867,0.021138,0.049556,0.040505,0.013738,0.017497,0.01647,0.016378,-743.44,-28.056,-17.685,-755.02,0.118048,-110.17,-103.58,3.34652,94.4184,17.211,-84.686,-11.464,-32.565,13.18,60.009,214,334,319,303,301,332,333,140,335,126,524,Wollastonite,Jadeite,Corundum,CaNb2O6,Cassiterite,Scheelite,Manganotantalite,Rutile,Mn,Magnetite,Zircon
T1,2,40,20,40,0,65,0.006212,0.002714,0,0,78.5912,0,0,0.188326,0.000312,0.027201,0,21.3307,100.147,0.01329,0.003658,0,0,99.7802,0,0,0.314139,0.000402,0.034994,0,0,100.147,0.011058,0.005902,0,0,33.1063,0,0,0.196574,0.000284,0.024352,0,66.6555,0.033167,0.00885,0,0,99.2945,0,0,0.589577,0.00085,0.073038,0,0,100,2,O,0.000332,0.000177,0,0,0.993356,0,0,0.005898,0.000009,0.000731,0,2,0.011979,0.014513,0.005661,0.013187,0.016647,0.039288,0.033165,0.008235,0.013548,0.0128,0.012122,0.025628,0.019563,0.010696,0.018864,0.021135,0.049546,0.040496,0.013736,0.017494,0.016467,0.016375,134.653,378.992,-17.461,-34.873,0.117698,-46.075,-30.944,3.39441,3073.54,34.0709,-72.487,-11.464,-32.555,13.18,69.9997,214,334,319,303,301,332,333,140,335,126,524,Wollastonite,Jadeite,Corundum,CaNb2O6,Cassiterite,Scheelite,Manganotantalite,Rutile,Mn,Magnetite,Zircon
T1,2,40,20,40,0,66,0,0,0,0,78.9501,0,0,0.173616,0.001476,0.029309,0,21.4106,100.565,0,0,0,0,100.236,0,0,0.289602,0.001906,0.037706,0,0.000004,100.565,0,0,0,0,33.1345,0,0,0.180549,0.001339,0.026142,0,66.6575,0,0,0,0,99.3761,0,0,0.541499,0.004015,0.078406,0,0,100,2,O,0,0,0,0,0.99417,0,0,0.005417,0.00004,0.000784,0,2,0.011986,0.014518,0.005662,0.013189,0.016652,0.039297,0.033172,0.008238,0.013551,0.012803,0.012125,0.025643,0.01957,0.010699,0.018868,0.021141,0.049556,0.040505,0.013741,0.017498,0.016471,0.016379,-87.557,-27.168,-17.858,-70.531,0.117439,-58.22,-48.726,3.65684,649.669,31.6862,-674.17,-11.464,-32.545,13.18,80.0095,214,334,319,303,301,332,333,140,335,126,524,Wollastonite,Jadeite,Corundum,CaNb2O6,Cassiterite,Scheelite,Manganotantalite,Rutile,Mn,Magnetite,Zircon
T1,2,40,20,40,0,67,0,0,0,0,78.7112,0,0,0.169474,0,0.023125,0,21.3412,100.245,0,0,0,0,99.9326,0,0,0.282692,0,0.02975,0,-0.00001,100.245,0,0,0,0,33.1427,0,0,0.17682,0,0.020694,0,66.6598,0,0,0,0,99.4076,0,0,0.530351,0,0.06207,0,0,100,2,O,0,0,0,0,0.994385,0,0,0.005305,0,0.000621,0,2,0.011986,0.014517,0.005662,0.013188,0.01665,0.039292,0.033169,0.008237,0.01355,0.012802,0.012124,0.025642,0.019568,0.010698,0.018866,0.02114,0.049551,0.040501,0.01374,0.017497,0.016469,0.016377,-171137,-315.21,-19.111,-132.7,0.117605,-71.202,-75.532,3.73839,-46.65,39.9347,-34.348,-11.464,-32.535,13.18,90.0116,214,334,319,303,301,332,333,140,335,126,524,Wollastonite,Jadeite,Corundum,CaNb2O6,Cassiterite,Scheelite,Manganotantalite,Rutile,Mn,Magnetite,Zircon
